userName,score,at,content
Fahri Sakha,1,2020-10-01 22:42:27,"parah banget ini aplikasi, kalo ada kesalahan dari driver tanggung jawabnya seenaknya banget. saya beli makanan salah drivernya katanya ijin mau tukar makanannya tapi gak balik balik, padahal itu sudah saya bayar. dari pihak grabnya tanggung jawabnya malah di ganti voucher dibagi 2 pcs lagi, kan prmakaian voucher hanya bisa 1 sekali pesan. ini kan namanya akal akalan aja biar untung. Hati hati buat semuanya pengguna aplikasi ini."
Witaningsih Indrawati,4,2020-10-01 10:44:01,"Saya pelanggan pengguna layanan grab baik untuk beli makanan / minuman, grabride sesekali, dan pernah saat keadaan drop tdk bisa kmn2 butuh obat konsul dokter online dan dpt resep obat pun bisa. Sangat membantu. Cm yg saya sayangkan waktu pesan lama sekali trnyata driver sedang mengantar ""pesanan lain yg searah dg anda"" ..wah kl keburu laper apalagi untuk minum obat repot dong ya"
Rezza phlv,1,2020-10-01 02:46:01,"Nge bug apa gimana ni aplikasinya? abis di update kok malah gabisa masuk ke aplikasinya, yg ada malah jadi layar putih, tolong diperbaiki lagi."
Nia Filawati,3,2020-09-30 17:04:26,Dari 2018 setiap pake grab bolak balik kerja... Tapi untuk bulan ini pindah ke aplikasi lain... Setiap pesan lewat jam 11 malam harus vertifikasi wajah... Selebihnya untuk tarif tidak masalah Tidak semua customer pesan grab di tempat yang terang
Yina Patricyna依娜,1,2020-09-30 12:42:49,Kenapa saya donwload grab udh mau 1jam masih lama yaa.. Jangankan cepet.. Mau satu jam masih aja 10%..tolong dipercepat ya masa pendonwloadan.. Soalnya wifi full memori HP juga ga penuh tapi kok begini ya.. Sementara kasih bintang 1 saja... Trimaksih kak semoga dibantu.. 🙏🏻🙏🏻
Sri Rahayu,1,2020-09-30 09:55:19,"Tiba2 grab bike makin mahal dri tarif 14 skrg jd 18-19 pdahal tujuan masih sma. Reward smpe 133 ga ada yg bisa ke pake, gajelas resto mna yg berlaku harus cek satu2 kelamaan buang waktu jdnya. Ongkir juga ikut2an naik, Malah jd lbih murah sebelah. Promo grab bike selalu gabisa di pake pdhal syarat sudah sesuai. Sudah 4 th pke grab. Reward kaya begitu?"
Naiaphoenix Naiaphoenix,1,2020-09-30 09:40:41,"Sebenernya aku suka bngt sama aplikasinya awalnya Tp ini tiba2 ko akun Email ku d blokir & nggak bisa pake aplikasinya.. Katanya aku menggunakan aplikasinya menyalahi aturan & melanggar ketentuan.. Padahal aku selalu kasih comment, dan bayar sesuai harganya walaupun bayarnya slalu COD Tolong y d perbaiki aplikasinya & bilang salahku itu d mana"
Fitri Ayu Azwar,1,2020-09-29 15:40:59,"Kenapa aplikasi nya nge blank mulu ya, setelah log in cuma layar putih kosong. padahal aplikasi lain lancar2 aja di HP saya. HP saya juga seri terbaru kapasitas ram 4gb."
Ratna Design Planner,4,2020-09-29 04:33:38,"Bagaimana cara nya agar pengantaran grabexpress yg pesanan nya lewat shopee bisa langsung update di aplikasi grab...? (Seperti aplikasi sebelah hehe)... Supaya enak ngelacaknya, padahal nomer telp dan email sama di kedua akun tersebut (grab dan shopee)"
Aqilla Naura shany,2,2020-09-28 11:26:39,"Sebelumnya sudah saya kasih bintang 5 tapi setelah di perbarui...tiap saya mau mesen grabfood kode promo GK bisa di pakai padahal sudah sesuai ketentuan dan sudah update,malah ada tulisan ada indikasi tidak di kenal di akun saya...saya gak ngerti...dan malah harganya makin mahal....tolong grab,saya udah lama bgt make grab,di email sebelumnya pun sudah make grab dr lama...segera di perbaiki"
Risa Dofie,2,2020-09-28 11:16:20,"Saya pengguna apk grab dari pertama hadirnya grab begitu gampang dan mudah semua. Tapi makin lama makin mahal. Kecewa! Iya kecewa saya. Grab sekarang bukan mempermudah malah dibikin susah. Sejak update serba mahal,apa lagi grab food lebih mahal di ongkirnya. Dulu ngga segitu dan kadang harga sesuai yg kita pesen, tetep segitu gak nambah2."
Ralya Raisya,2,2020-09-28 04:27:51,Saya rada2 kecewa. Pertama kalinya saya mendapatkan driver bapak2 yang kurang sopan dan sedikit marah2. Maupun murah tetapi layanannya menurut saya kurang bagus. Tolong tingkatkan lebih maju yak
Algifhary Algifhary,1,2020-09-27 14:45:23,"Hallo selamat malem,,,aku mau tanya ko grabe gak bisa kebuka ya kalau mau pesen selalu muncul sayangnya grab telah berhenti terus kembali ke menu lagi,,,walaupun udah aku hapus terus download lgi masih tetep gak bisa kebuka tolong di perbaiki ya,,,jadi kemana2 tuh susah"
Azka Putra Arjuan,1,2020-09-27 13:37:04,Biar apa sih di upgrade trs sayang memori tau gak dah gtu maksa lagi gak ada pilihan lain . Padahal sy cuma mau ngecek harga aja jadi ribet nungguin dlu. Abis ini mau di uninstall sorry 👍 bukan apa2 lg dimasa Kya gini jga penting bgt diadain promo bukan di hilangin sekaya apapun namanya promo org pasti tertarik pakainya
Febian Syahbarudin,2,2020-09-27 12:38:46,"Kenapa sekarang kalau mau pesan makan ongkos kirim nya ga langsung ditampilkan ketika mau pilih restoran, dan lagi charge nya ko jd makin banyak.."
Sepniindah Wahyuni,3,2020-09-27 11:53:32,"Aplikasi bentar"" selalu minta di update. Kalo bisa cukup sethun sekali aj kalo harus di update. Ini memori udah penuh tapi harus di update."
Andi Pemalang,1,2020-09-27 04:10:39,"Heeh ini grab kenapa.. saya sudah instal aplikasi dan perlu di refresh lagi , saya sampe menghapus beberapa file karna memori hampir penuh dan stelah ter instal malah tdak bisa di buka, hanya menampilkan untuk mengaktifkan lokasi stelah saya aktifkan lokasi dan setelah itu lama bnget tdak ada tanda apa2 lagi hanya layar menyala saja.. tlong segera di atasi.. bikin repot saja"
my channel,1,2020-09-26 11:21:36,"3 hari berturut"" saya riset, hari pertama saya beli makanan harganya 25k, hari ke dua 28k dan hari ke tiga naik pula jadi 31, saya simpulkan harga dinaikan teroooos, update teruuuuuus, marketingnya sungguh mantap, saya anak akuntan + marketing, lama"" saya bosen make apk ini, dari segi untung ya pihak pengembangnya dari pada customer, beri customer value seperti dulu, mesen juga ribet amat, update terus, ketika beli banyak makanan ataupun dikit saya rasa promonya ga ngefek"
M. Zaki Arkan,3,2020-09-25 13:31:37,"Emang pada kemana sih kurir nya dari tadik gua pesen makanan dari jam 7 sampe sekarang belom dapet, lama amat sih, kirain gua jaringan gua jelek, tapi pas gua coba aplikasi sebelah bisa, dan ujung nya gua pake aplikasi sebelah!!!"
mermaid love,3,2020-09-25 10:58:09,"Tolong donk kode promonya dikembalikan kembali,soalnya musim pandemi seperti ini cari uang juga susah kalau ongkos grab jadi mahal seperti kasihan yang ingin pergi"" kemana"" itu jadi malasmalas.karena tarifnya mahal. masa kapan hari ada diskon sekarang diskonnya sudah gak ada lagi yang bener aja tolong donk grab dimasa pandemi kyk gini itu harusnya diskon grab bike nya kembaliin lagi ketimbang gak ada diskon sama sekali.biar sama lancar antara driver dan penumpang,kasihan yg gak umr gajinya"
chuby wings,1,2020-09-25 03:17:51,"Kenapa sekarang sering update,dan pas proses updatenya lama bgt,saya buru2 mau pesen jdi harus nunggu lama,pdhal saya langganan dri 2016 walaupun ganti2 akun tapi saya setia ttep pake grab,tolong kalau update nanti jangan lemot"
merly siregar,1,2020-09-25 00:20:17,"Stelah saya perbaharui aplikasinya , malahan gak bs masuk ke menu nya' .payahhhhhhhhhh Ribet bgt harus di update ulang sllu makan Ram nya aja , mana gede bgt makan RAM HP nya harus ngapus 3-4aplikasi . 👎👎👎👎"
Tyas Apriliya,1,2020-09-24 22:22:57,Kenapa akun saya kena baned. Padahal tidak melakukan kesalahan apapun. Pesan grabfood/car/bike kadang membayar tunai dengan uang lebih buat drivernya. Knapa masih di bilang melakukan penipuan melakukan pembayaran terlarang. PAdahal point saya 210.tiba tiba suruh verifikasi lagi. Dan alhasil point hilang. Padahal sertiap pesan saya kasih rating bagus.. Kenapa sekarang pihak grab malah membaned akun saya.
Santi Duwimustaroh,1,2020-09-23 04:03:39,Buka aplikasi disuruh update. Oke update. Sinyal oke2 aja. Paketan ada. Udah kedownload ga bisa diinstall. Berkali kali kayak gitu dari kemarin. Udah habis hampir setengah giga. Bikin kesel.
41_Rosa Permata Sari,1,2020-09-23 02:43:21,"Maaf pak Bu, mohon diperbaiki sistem grabnya. Karna akun grab sering tiba"" ke logout sendiri dan akunnya malah diblokir/ditangguhkan. Padahal tidak melakukan apapun. Apakah ada yg salah? Mohon diperbaiki yaa."
dessy ratnawati,2,2020-09-22 10:31:50,"Voucher promonya banyak, tapi ga bisa di pake.. Jadi ga guna :) Dulu suka pesan pakai grab karna murah dan banyak promo nya, semoga bisa kembali seperti dulu"
Hadi Sasongko,1,2020-09-22 07:54:13,Parah aplikasinya. Saya tidak pernah melakukan kesalahan tiba2 di blokir. Dan tidak ada penjelasan dari pihak grab. Diblokirpun tidak masalah ada aplikasi ojol yg lain. Sayapun meng unistal dari aplikasi saya. Parah pokoknya
ALDILA B.N.,1,2020-09-21 20:41:20,"yang diawal saya download ongkirnya murah untuk jrak yg lumayan dekat, setelah pembaharuan semua naik yang lebih parah sekarang nggak ada informasi ongkirnya jadi bingung mau milih menu !"
Isday & Putri,2,2020-09-21 13:37:48,Aneh deh. Masa harga di aplikasi pelanggan sama harga di aplikasi abangnya beda.. Di aplikasi pelanggan dapat potongan 5rb ehh di aplikasi abangnya potongan cuma seribu.. Grab motor sama mobil sama aja.. Ada potongan tapi beda
Romi 96,1,2020-09-21 12:44:24,Saya saranin kalian jngn instal aplikasi ini rumit pendaptarnnya .udh 3x instal baru bisa kebuka itu juga kebuka cuma gada gambar apa apa sampe lama saya nungguin tpi ttp aja ga bisa ..sekrng aneh grab ini ..maap saya bukannya menjelkn aplikasi ini
Ahmad Saputra,1,2020-09-21 06:39:59,"Aplikasi gak guna ribettt mintak ampun, beda sama aplikasi yang disebelah. Baru instal langsung hapus lagi, ini aplikasi kayak gak niat kerja."
BamHermanto _ID,2,2020-09-21 05:19:10,"Just Kritik: Mohon untuk tampilan apk grab penumpang agar order pilihan atas baik Car/Motor jng ""protect"" karena jujur saya sbg Mitra Car merasa tidak adil dng adanya yg pasang partisi (sdngkan kendaraan jenis saya gunakan tdk mendukung to gunakan pilihan daftar partisi). Jika penumpang memilih jenis layanan car/motor biasa pasti yg dpt diantara 2 pilihan baik yg ada protect ataupun tidak. Jd adil. Kecuali mereka penumpang memesan lebih dr 2 org msh dimaklumi. Mohon jd EVALUASI & PERTIMBANGAN"
Jefry Setiawan,1,2020-09-20 13:12:54,"Setiap bulannya aplikasih ini harus saya upgreat, harga yg ditawarkan begitu mahal,pengemudi terlalu sering membuat peraturan sesusa hati... Belum lagi ditambah seat ball yg tidak memfasilitasi,ini sangat tidak aman untuk penumpang... SAYA SANGAT KECEWA degan kehadiran grab ini... Terimakasih."
aji r n,1,2020-09-20 09:38:40,"Desain yang di pakai ketika pemesanan grabfood, driver tidak ditampilkan dengan peta, jadi pemesan tidak mengetahui dari mana lokasi driver mengambil pesanan apakah sedang jalan dan sebagainya, dan yang terbaru ini tidak menampilkan di awal harga ongkir, jadi ketika sudah memilih menu, ternyata ongkir mahal"
Irmaa Aryati,1,2020-09-20 06:30:39,Grab sekarang lama banget terus juga abis update apk kok jadi ga muncul estimasi ongkirnya sih drivernya juga banyak yg g sopan. Nanti kalo udah diperbaiki baru saya ganti bintangnya
Catur Yoga Aji Nugroho,1,2020-09-19 08:30:45,"Payah bgt, baru download ga bisa dibuka sama sekali. Tolong lah, gimana mau bersaing sm aplikasi lain kalo dibuka aja lama bgt, putih doang layarnya."
Martha Gitavani,1,2020-09-19 01:40:50,"saya sering bgt dpt pengemudi yg minta cancel dengan alasan : Dana tdk cukup untuk modal beli atau macet, bahkan ad yg salah ambil penumpang. tapi mereka tdk mau cancel sendiri. saya kecewa sama grab. ."
Laili FildaA,5,2020-09-18 11:10:48,"Aplikasinya bagus. Tp kenapa di HARUS kan upgreat ke yang terbaru, jadi menuhin internal banget. Tolong ya untuk grab ini aku udah install dr 3 tahun lalu loh, ga pernah aku unistall. Kalo di upgreat terus dgn innternal yg semakin besar kan agak gimana gitu. Padahal fiturnya udah bagus2.. Udah sip. Saran aja ya: kalo mau upgread ke yg terbaru sih gpp. Tp jgn besar2 juga internalnya."
Dyffaputri Official,2,2020-09-18 04:28:57,"Kenapa harus update sih. Padahal buru buru mau pesen makanan. Kalau bisa ditingkatkan lagi deh aplikasinya biar orang juga puas, jangan dipersulit muluk... #saran"
Imam Nurzeha,1,2020-09-18 04:09:43,Makin ancur sistem nya sudah 20 nomer yang baru ujung2 nya out sendiri pas log in di tangguh kan akun nya..ga ngerti sama aplikasi satu ini..makin hari makin ancur..saya kasian aja sama driver nya lagi di butuhin tapi sistem aplikasi nya kaya gini
Pengguna Google,2,2020-09-17 12:33:23,"1.Sudah 2 hari ini TIDAK BISA TopUp OVO lewat Pengemudi Grab!! Ini sangat menyulitkan & boros waktu jika harus TopUp Ovo ke minimarket. 2.Aplikasi Grab slalu Eror klau udah di jam sibuk. 3.Jangan sembarangan perkerjakan driver yg malas, menolak/banyak alasan apapun itu untuk tidak menjemput/mengantar penumpang. Penumpang adalah Raja. 4.TIDAK BISA menggunakan Promo Grabike/Promo lain'y untk pembayaran tunai padahal waktu'y masih jauh. 5.Terlalu sering upgrade aplikasi. Tolong kualitas diperbaiki"
Alif Darmawan,5,2020-09-17 11:51:35,Ini kenapa grab ngeblockir akun sya yah .. Pdahal aku ga pernah macem macem sama driver hubungan sya baik sama mereka .. Kecewa ga bisa di pake lagi padahal sya butuh grab ini . Tolong perbaiki
abd.qodir djailani,1,2020-09-17 10:49:44,"Tidak konsisten, setelah dikomplain karna tidak bisa Log In, akhirnya dapat balasan: Grab telah mempertimbangkan permohonan Anda, dan telah memulihkan kembali akun Anda setelah hasil investigasi menunjukkan bahwa akun Anda memiliki reputasi baik. Kami mohon maaf atas gangguan layanan sementara selama proses pemeriksaan berlangsung. Terima kasih telah memilih Grab. Kami siap melaju bersama Anda di Asia Tenggara. Dan setelah mencoba Log In lagi tetep saja tidak bisa😤 auto Uninstall Aplnya!!!"
Song Rachel,1,2020-09-16 04:55:02,Kok aneh ya apk nya? Pas buka grab food lalu mau pilih sesuatu entah itu lihat reward makanan / resto dll malah keluar sendiri. Gimana sih grab?!!!!!!!!!!!!!!!!!!!!!!
sulis tiawan,1,2020-09-16 04:44:42,"Disuruh update, udah tak update kapasitas memory hp cukup tapi kenapa gak bisa mulu, terus udah mau 100% ulang lagi dari nol. Sampai 3 kali tetap aja gak bisa, buang2 kuota. Tolong di perbaiki lagi yg jelas di suruh update tapi gagal terus pas udah mau 100% ngeselin. Tlong jelaskan jangan di balesnya pakai chat otomatis aja. Banyak yg kecewa sama ni aplikasi, udah ngabis2in kuota gak bisa di instal telekk"
Nay Nayha,3,2020-09-15 16:14:37,"Ini kenapa aplikasi OVO aku gak bisa nyambung sama app grab??? What happen??? Kok keterangannya data aku terpakai sama orang,orang mana?? Perasaan baik2 aja dataku dan gak ada email atau pemberitahuan yang aneh kalau misalkan di hack?? Admin jalan keluarnya gimn??"
Majumapan Abadijaya,5,2020-09-15 11:51:48,"Sangat membantu dan mempermudah perjalanan selama ada Grab. Hanya saja susah sekali menentukan titik lokasi yang diinginkan,"
rizky dirga,1,2020-09-15 07:02:42,"Mohon diperbaiki lagi,letak google maps padahal sudah tepat untuk destinasinya tetapi begitu sampai mengapa melenceng sangat jauh? Pengalaman terburuk menggunakan jasa ojek online sampai² saya harus memberikan tambahan extra untuk menemukan alamat yang saya tuju."
Nata Setiawan,5,2020-09-15 01:28:58,"Aplikasi ini bagus, sangat berguna, soal kelebihan dan kekurangan itu pasti ada aja dan itu wajar. Yang jelas dengan adanya aplikasi ini, jelas sangat membantu, dan sampai sini kita cukup berterimakasih. Dan buat semua pengguna jasa grab, jika ada kekurangan pada aplikasi mohon di sampaikan dengan baik dan benar, Karena juga saya yakin adminnya juga hanya mencari masukan yg membuat apk jadi lebih baik, bukan bukan memikirkan hujatan para netizen maha benar"
Ibu Ijah,1,2020-09-14 21:51:14,"Ceritanya saya daftar rekening bca terus dapatlah saya voucher karna pakai kode grab.belum juga dipake baru mau tiba tiba akun saya disuspen,terus kemenu bantuan tuh laporkan eh besoknya dapat sms tetap ditangguhkan terdapat transaksi mencurigakan akan tetap ditangguhkan.sumpah demi tuhan yah saya kecewa kalau saya melakukan transaksi mencurigakan mana mungkin akun saya bisa jadi platinum? Saya pelanggan grab sudah hampir 2 tahunan lebih...ga pernah yg namanya cancel ordeer..."
Kidya Fahranza,5,2020-09-14 15:03:38,"Aplikasi nya bener² ngebantu banget, cuma kadang kalo mau pesen driver nya lama banget sampe nya. Tapi gpp aplikasi nya tetep bagus kok 😍"
Sesora Pramudita,5,2020-09-14 06:51:31,"Good, pertahankan. Baru pake langsung pake terus soalnya banyak promonya. Sangat membantu kalo mau pesan makan. Ga seperti aplikasi sebelah yang makin ga jelas."
Erni Novani Purba,1,2020-09-14 06:48:21,"Untuk grabfood, saya tidak setuju driver menerima 2 pesanan, terlalu lama, saya pesan grabfood krn lapar, tapi kalau ternyata memasak lebih cepat dari pada pesan grabfood, tahu gini tidak usah pesan grabfood lagi."
Ade Novitasari,1,2020-09-14 05:33:14,"Ini kenapa sih dengan aplikasi GRAB ? kok tambah lama bukan tambah bagus malas bobrok !!! Bolak balik minta update , sesudah diupdate malah eror, setelah akun saya diverifikasi kok tiba tiba keluar sendiri sih dan saat saya mau masuk ke akun grab saya malah gitu juga kepental, sampai sekarang gitu mulukkk.. jangan ngadi ngadi deh lu !!!"
Sukma Arezta,4,2020-09-14 03:35:20,"Sangat membantu keseharian sy, hanya saja kadang driver tidak memberi info ia akan datang atau tdk, karena di maps kendaraan tidak bergerak, selebihnya oke. terima kasih"
yoga sara,2,2020-09-13 18:04:45,"Saya pesan makanan, trus 3 kali saya coba saya tidak dapat pengemudi, yg ke 4x saya coba pesan lagi gk bisa alasan nya saya terlalu sering membatalkan pesanan, ya wajar lah saya batalin trus coba lg cari, Krn setiap saya pesan saya TDK mendapatkan pengemudi"
Natra Gusha17,2,2020-09-13 14:37:23,Kenapa sih grab akun saya sudah lama bertahun2 ditangguhkan cuman karena pesan grabcar dibatalin itu karena sedang buru buru dan drivernya sama sekali g jalan-jalan....sudah mencoba minta bantuan tetap saja akunnya tidak bisa pulih...sampe saya ganti nomor eh ditangguhin lagi padahal akun yang baru jarang dipake sekarang saya hapus aplikasinya karena percuma ujungnya ditangguhkan terus...sangat kecewa padahal saya menggunakan grab sudah bertahun2 dan sudah berkali2 memakainya juga
Rika Agustin,5,2020-09-13 08:51:22,"suka banget sama grab.. dari harga dia lebih terjangkau, aplikasinya juga simple banget, cuman kalau pas pesen makanan itu kasihan driver ojolnya muternya terlalu jauh gitu ga sesuai sama alamat yang sebenernya gitu.. tolong untuk mapsnya lebih di sesuaikan lagi sama alamat yang sebenarnya ya .. biar driver grabnya lebih mudah dan ga ribet buat cari rumah orangnya 🙏 thanks"
Bunda Raina ZHS,1,2020-09-12 17:42:05,"Jelek bgt si nih aplikasi, udh download berkali kali ngga bisa bisa, udh 100% malah ngga ke instal, apa dah nih aplikasi bapuk bgt ngabisin kuota aja ngga bisa di andelin."
ardi ardiansah,2,2020-09-12 14:17:16,"Tolong dong driver nya kalo ada pesanan grabfood jangan skligus ngambil 2/lebih jadi nya rugi di costumer nunggu lama, udah gitu yg pesen satu lagi jauh dari tempat saya, tingkatkan lagi pelayanan nya"
Arif Munandar,5,2020-09-12 11:32:24,"Sebuah layanan moda transportasi modrn, dengn cukup tekan tombol dan scrolll menunya kita bisa memilih apa yang kita mau,,"
Bunga Pitaloka,1,2020-09-11 16:42:24,"Orderan marathon sangat merugikan, coba tolong itu di review lagi klo anda jadi saya gimana orderanya sangat lama ditambah orderan berikutnya, belum antrian di restoran pertama selesai ini di restoran berikutnya antrian seperti apa? Yg ada merugikan konsumen yg dimana makanan atau minuman di terima tidak fresh!!!! Masa order jus estimasi waktu 1 jam!!! Padahal deket jarak dari rumah, 3 km eh diliat maps ke driver nya tambah jauh ke restoran berikutnya hal hasil minuman yg saya order caer!!!!!"
Santi ý7009wc2c2,1,2020-09-11 14:44:26,Saya kecewa banget sama aplikasi grab sekarang Tadi saya pesan makanan dan sudah dapat driver nya .terus mkanan udh sampai. hp bunyi lagi pesan driver lain nnya sesuai aplikasi kak .otomatis saya bilang ..makanan saya baru sampai .mau gak mau saya cancel .kok bisa sih dapat doubel driver .kan kasihan abang nya .padahal pesanan datang hp saya gak pegang.😔 Kapok pakai grab lagi
danyal abubarzah,3,2020-09-11 02:32:24,"Mohon maaf tolong diperbaiki, mengapa ketika membuka aplikasi tidak segera ke halaman awal, layarnya putih terus lama juga. Udh relogin ulang tetep sama saja. Terimakasih"
Umey Defakhri,1,2020-09-09 13:36:06,"Kenapa grab sekarang gak enak banget ya, mau pesen tapi aplikasi gabisa di buka tiba tiba keluar sendiri, padahal sebelumnya bisa dibuka dan bisa pesen. Sudah dua kali saya mengalami hal ini."
Ayya Otie,1,2020-09-09 06:50:51,Akun tiba2 di tangguhkan gx bisa ke buka. Perasaan saya tidak pernah membatalkan pesanan kecuali restonya tutup .itu pun pertimantaan dari pihak drivernya. Saya mencoba bikin lg dgn no lain tetap sama gx bisa kebuka .
Lisa Ambarwati,2,2020-09-08 13:34:15,"Grab sekarang pelayanannya jelek banget! Susah nemuin titik jemput, banyak promo tapi gak bisa dipake karena banyak persyaratan ini itu, kita lebih butuh promo untuk grab car/bike bukan cuma promo grabfood, dan yg paling sebel minta terus diupdate tanpa mengupdate kualitas grabnya sendiri mana makan memori gede lagi👎"
Catherine Nada Rahmani,1,2020-09-08 05:02:01,Ribet. Mahal. Promo susah. Update terus. Mereka buat untuk mempermudah kaum menengah kebawah makin kesini makin kaya kaum menengah. Cape deh uninstal aja. Tar kalo udh kaya dulu ramah murah ekonomis baru instal lg
Aiska Aulia,1,2020-09-07 11:02:53,"Dulu saya suka bnget pake aplikasi grab, tapi sekarang saya sudah jarang mnggunakannya karena biayanya maki mahal, ada sih kode promonya tapi gk bisa ke pake kecewa bnget, semoga harganya turun lagi deh trus saya kasih bintang 5 lagi;("
Faizal Nazma,1,2020-09-07 06:14:10,"Padahal gak pernah cancel apapun, tiba tiba aku ditangguhkan. Maksudnya apa? Point udah banyak eh malah gabisa login, ribet bandingnya juga. Mending pake aplikasi sebelah 👎"
cah enom,3,2020-09-06 20:35:02,Cukup senang dengan grab. Tapi sayang untuk promo grabbike atau grabcar nya tidak ada atau mungkin belum ada untuk bulan ini. Tapi saya tetap terima kasih dengan grab yang sangat berjasa.
Khusniatul Aulia,3,2020-09-06 11:15:48,"Kenapa resto saya tidak aktif2, padahal udah hampir setahun, sekitar 4 bulan yg lalu bilang tinggal tanda tangan kontrak, kok sampe sekarang tidak dihubungi2, pelayanan kurang baik, tidak bisa cepat melayani customer. Tolong segera diaktifkan resto saya. Tolong tingkatkan pelayanannya"
siti sakiroh,5,2020-09-06 05:08:05,Senang banget menggunakan aplikasi grab. Mempermudah dalam perjalanan saya ataupun jika saya ingin memesan makanan kalau saya sedang malas jalan. Banyak promo dan diskon nya juga. Terima kasih.
Rosalita Nitawati,5,2020-09-06 05:05:15,"Senang bisa menjadi pelanggan grab.... Karena banyak voucher diskonnya. Serta cepat dapat driver dan diantar sampai tujuan dengan selamat.... pokoknya Grab Luar Biasa. Cuma sayang sekali, baru2 ini ada perubahan2 (pengurangan) untuk voucher langganan grab. Ini yang kami sayangkan. Tadinya kami merasa nyaman. Dengan perubahan yang terjadi, pengeluaran kami jadi bertambah. Harusnya voucher ditingkatkan, eh... Ini malah diturunkan. Mohon dievaluasi Grab. Terima kasih"
Claudia Evelin simbolon,1,2020-09-05 19:16:48,"Knpa ia rating grab menurun??? 🙄 Ulasan2 dri teman-teman semua jg mengecewakan dan saya knpa selalu di suruh upgrade aplikasi mulu, apalagi kalo waktu lgi mepet harus gunaiin grab mana sempat upgrade keburu telatt dahhh. Lama2 org bisa beralih ke aplikasi yg lain"
RioAdventureOfficial,3,2020-09-05 17:40:45,"Aplikasi saya ga sengaja kepencet log out. Setelah itu kok ga bisa log in lagi,,, Padahal nomer tlpnya sama cuma Gmail nya aja yg beda krna Gmail yg dulu lupa kata sandi... Dan di aplikasi cuma bisa log in pakai Gmail yang duli"
berlian priyandany,3,2020-09-05 08:13:20,"Tolong jangan update terus. Kalo memang mau update, sekalian banyak yang diupdate gitu loh. Masak bolak balik gini updatenya hyung. Kasihan memori hp kentang 😢"
Genteng Bengkel,1,2020-09-05 07:54:03,"Ngasih segmentasi ke mitra food bukan solusi, saya pribadi mau pesan ke resto favorit saya gajadi. Karena dinaikin harganya + ada biaya pemesanan, belom juga ongkirnya. Mending telpon langsung"
Rustanto nute,3,2020-09-05 04:30:36,"Alangkah baiknya jika di menu pembayaran, dan diriwayat transaksi tidak hanya yg diperlihatkan cuma pay ment tetapi setoran/transfer dan saldo nominal tidak diperlihatkan dimenu tersebut, demikian terimakasih."
Rony Nurcahya Supriyadi,1,2020-09-04 11:38:08,Setelah di perbarui malah kayak tai. Suruh pakai pin. Sudah di kasih pin baru. Minta email. pakai email lama gak bisa. Yang bener dong. Gue laper mau beli makan gak usah banyak model apk grab. Jadi males aja.
Ryow Handy,1,2020-09-04 09:19:34,"Mahal sekali make grab, ada biaya pemesanan (yg dulu katanya bwt tambahan asuransi penumpang) eh skrg malah ada BIAYA TAMBAHAN ASURANSI, dobel2 makin mahal, syapa yg mau order Bos.. Kecewa banget saya sama grab makin kesini makin nyekek customer.. 👎👎👎👎👎"
Wahyu Husaini,1,2020-09-04 02:36:35,Performa jelek sekarang di update tidak bisa digunakan di instal ulang lagi tetap tidak bisa login aja gk bisa kalo system perbaikin dong perusahaan besar masa banyak bug nya bikin kecewa konsumen
Ayrin Kafrina Al kafrina,2,2020-09-03 16:17:00,Aneh saya dengan aplikasi ini dah lama biasa tuh baik enggak pernah bikin PHP tentang makanan atau perjalanan Tapi setelah saya hapus data Daftar ulang lagi masa no saya di tangguh kan ? Ganti no lain ttp Saya kecewa banget ...!!!!
Zainal Muttaqin,1,2020-09-03 07:23:24,"Woi.. Ni aplikasi bikin naik darah, verifikasi nya nyusahin, udh selfi, kepala ke atas bawa, maju depan, belakang. Dh bbrpa mnt, blm jdi"", banyak yg liatin, di kira w suka selfie. Hadeeehhh.. Tolong di perbaiki lah. Selfi tinggal selfi lah."
Anggi Syaefa,4,2020-09-03 07:12:50,"Untuk saat ini aplikasi nya bagus, sangat membantu saya, cuma perbanyak lagi gerai grabfood dekat rumah saya dong biar tambah mantap layanan nya, pengemudi nya juga semoga sehat selalu dijauhkan dari marabahaya apalagi sedang pandemi seperti ini semoga rezeki selalu lancar aamiin"
andry ayiik,1,2020-09-03 04:35:10,"Klo bisa kasih bintang 0. Gini deh klo memang saya gk bisa pakai grab lagi gk masalah, tpai bilangin ke tim PROGRAMMER @GrabID 'TOLONG BUAT NOTIFIKASI TOLAK PADA BAGIAN PENGISIAN ALAMAT EMAIL, JIKA EMAIL YG DI ISI SUDAH ADA TERDAFTAR DI DALAM DATABASE KALIAN'"
Mang Dani Channel,5,2020-09-02 23:13:54,"Saya mungkin sudah mengunakan aplikasi Grab ini,hampir lama & saya baru bisa aktifin lagi aplikasi Grab ini 2hari kemarin karena saya ganti smartphone....selama saya menggunakan aplikasi Grab ini pelayanannya bagus lah. Mudah""an selalu pertahankan dari segi pelayanan,keramahan buat para Drivernya. Mungkin itu saja yang bisa saya sampaikan Terimakasih"
imar,1,2020-09-02 16:59:05,Saya kecewa di karenakan makanan nya ko dingin driver bilang katanya dapet doble oder... Saya jadi ga napsu makan belum lagi lama nunggu.. tolong hapus itu Doble oder saya lebih baik pesan di aplikasi sebelah.. soalnya ga ribet...
